FB.ID,Gene.Symbol,Chr.Arm,Start,Stop
FBgn0037519,CG3014,3R,7799264,7802793
FBgn0037520,CG18268,3R,7802831,7804432
FBgn0037521,CG2993,3R,7804665,7810014
FBgn0051472,sgll,3R,7810532,7811912
FBgn0051473,CG31473,3R,7811814,7813009
FBgn0085413,CG34384,3R,7814361,7855392
FBgn0037525,CG17816,3R,7855582,7886733
FBgn0267802,CR46127,3R,7883693,7884441
FBgn0037526,CG10092,3R,7887045,7890150
FBgn0037529,mRpS9,3R,7889277,7902667
FBgn0260005,wtrw,3R,7891331,7901147
FBgn0037530,EMC1,3R,7903030,7907363
FBgn0024909,Taf7,3R,7907333,7909721
FBgn0004901,Prat,3R,7909598,7911779
FBgn0014930,CG2846,3R,7912017,7913290
FBgn0014931,CG2678,3R,7913851,7916550
FBgn0037531,CG10445,3R,7916599,7920299
FBgn0002542,lds,3R,7920431,7924491
FBgn0261453,scaRNA:MeU2-C41,3R,7921952,7922073
FBgn0000504,dsx,3R,7924323,7967408
FBgn0037533,CD98hc,3R,7974409,7978428
FBgn0010401,Os-C,3R,7978959,7979614
FBgn0259974,Sfp84E,3R,7979588,7980322
FBgn0037534,CG2781,3R,7981817,7995852
FBgn0267818,CR46143,3R,7995985,7997435
FBgn0267817,CR46142,3R,7997606,7998352
FBgn0037535,CG14463,3R,7999832,8001064
FBgn0266598,Kmn2,3R,8000548,8001309
FBgn0037536,CG2698,3R,8001562,8006033
FBgn0037537,CG2767,3R,8005924,8008110
FBgn0040524,CG11052,3R,8008249,8009297
FBgn0037538,CG3223,3R,8009400,8011018
FBgn0037539,CG10435,3R,8010907,8013201
FBgn0037540,Pbp95,3R,8013791,8016610
FBgn0037541,CG2747,3R,8016210,8030790
FBgn0001255,ImpE3,3R,8028453,8029546
FBgn0037543,CG10903,3R,8030411,8032145
FBgn0037544,CG11035,3R,8031130,8033009
FBgn0010812,unc-45,3R,8033301,8037403
FBgn0266241,CR44936,3R,8038250,8039626
FBgn0262362,CG43060,3R,8041224,8055970
FBgn0263596,CG43618,3R,8049167,8049456
FBgn0262363,CG43061,3R,8049673,8050059
FBgn0037546,mAChR-B,3R,8059284,8087049
FBgn0086052,snoRNA:Me18S-G423,3R,8075631,8075726
FBgn0037547,CG7910,3R,8087252,8089526
FBgn0265418,CR44330,3R,8089757,8090285
FBgn0037548,CG7900,3R,8094124,8105083
FBgn0243512,puc,3R,8105332,8122294
FBgn0265419,CR44331,3R,8112699,8114003
FBgn0037549,CG7878,3R,8122725,8125273
FBgn0037550,CG9667,3R,8125290,8126357
FBgn0037551,Gie,3R,8126605,8129835
FBgn0051583,tRNA:N5:84F,3R,8139533,8139606
FBgn0011963,tRNA:R2:84Fe,3R,8139951,8140023
FBgn0011962,tRNA:R2:84Fd,3R,8140223,8140295
FBgn0011961,tRNA:R2:84Fc,3R,8140476,8140548
FBgn0011960,tRNA:R2:84Fb,3R,8140727,8140799
FBgn0011959,tRNA:R2:84Fa,3R,8140970,8141042
FBgn0001138,grn,3R,8147368,8181444
FBgn0262994,CR43302,3R,8197320,8197711
FBgn0262995,CR43303,3R,8201480,8201994
FBgn0261290,CheA84a,3R,8204195,8204830
FBgn0037552,CG7800,3R,8217957,8219734
FBgn0037553,CG18249,3R,8220146,8222188
FBgn0267111,CR45551,3R,8225279,8232178
FBgn0267110,CR45550,3R,8228008,8229448
FBgn0267109,CR45549,3R,8233228,8233962
FBgn0037554,DNApol-iota,3R,8233507,8237389
FBgn0037555,Ada2b,3R,8236632,8240515
FBgn0037556,CG9636,3R,8240747,8243792
FBgn0042182,CG18749,3R,8244055,8248054
FBgn0064126,CG33722,3R,8244055,8248054
FBgn0040528,CG15864,3R,8248438,8250324
FBgn0260386,mtg,3R,8250497,8260718
FBgn0037560,CR18228,3R,8260706,8261898
FBgn0010173,RpA-70,3R,8262120,8264451
FBgn0014861,Mcm2,3R,8264970,8267924
FBgn0037561,CG9630,3R,8267943,8269896
FBgn0010433,ato,3R,8278052,8279274
FBgn0265377,CR44318,3R,8287169,8287698
FBgn0037562,CG11671,3R,8287876,8288613
FBgn0037563,CG11672,3R,8289395,8290578
FBgn0051464,CG31464,3R,8291240,8292034
FBgn0051463,CG31463,3R,8292335,8293609
FBgn0037565,CG9626,3R,8293843,8300978
FBgn0037566,mRpL1,3R,8301440,8302770
FBgn0265351,nac,3R,8302686,8304023
FBgn0265101,Sgt1,3R,8304190,8305274
FBgn0037569,tex,3R,8307473,8308645
FBgn0263550,mir-4918,3R,8308431,8308485
FBgn0037570,CG11693,3R,8308881,8310778
FBgn0037571,CG11694,3R,8311203,8312137
FBgn0037572,CG11698,3R,8312188,8313097
FBgn0037573,eIF4AIII,3R,8313208,8314864
FBgn0037574,Coq2,3R,8314784,8316543
FBgn0266742,CR45215,3R,8316984,8318006
FBgn0062412,Ctr1B,3R,8317612,8319205
FBgn0003129,Poxm,3R,8319025,8333792
FBgn0037576,Or85a,3R,8321747,8323054
FBgn0037577,CG7443,3R,8324316,8325036
FBgn0040529,COX7A,3R,8339944,8341043
FBgn0004908,Arl2,3R,8341100,8341872
FBgn0037578,CG9601,3R,8341661,8343516
FBgn0037579,COX7AL,3R,8343669,8344310
FBgn0037580,DppIII,3R,8344400,8347465
FBgn0037581,CG7352,3R,8347579,8349296
FBgn0261108,Atg13,3R,8349815,8352817
FBgn0020249,stck,3R,8356978,8359964
FBgn0037583,CG9684,3R,8359958,8362554
FBgn0037584,CG7963,3R,8362826,8363894
FBgn0266801,CG45263,3R,8364328,8477617
FBgn0267801,CR46126,3R,8413803,8414185
FBgn0037589,Obp85a,3R,8419822,8420597
FBgn0267800,CR46125,3R,8460241,8461200
FBgn0037590,Or85b,3R,8510077,8511358
FBgn0037591,Or85c,3R,8511734,8513022
FBgn0267948,CR46228,3R,8517043,8517384
FBgn0037592,CG11737,3R,8517868,8521378
FBgn0051454,CG31454,3R,8521658,8523520
FBgn0051259,CG31259,3R,8523944,8526667
FBgn0040531,CG11741,3R,8528423,8528877
FBgn0267135,CR45575,3R,8545685,8546049
FBgn0267134,CR45574,3R,8546910,8547385
FBgn0037594,Or85d,3R,8552608,8553968
FBgn0051453,pch2,3R,8559540,8561764
FBgn0051450,mRpS18A,3R,8561917,8562593
FBgn0051460,CG31460,3R,8562673,8563445
FBgn0265318,CR44291,3R,8562828,8563798
FBgn0266916,Cenp-C,3R,8564105,8569248
FBgn0261929,5-HT2B,3R,8578205,8629996
FBgn0267799,CR46124,3R,8612711,8613030
FBgn0026399,Or85e,3R,8634320,8635878
FBgn0012028,tRNA:Y1:85Ae,3R,8642333,8642425
FBgn0012027,tRNA:Y1:85Ad,3R,8642701,8642793
FBgn0037601,Cyp313b1,3R,8643070,8645650
FBgn0024326,Mkk4,3R,8646172,8650796
FBgn0037602,SLIRP2,3R,8651084,8651493
FBgn0000447,Dhod,3R,8651391,8652916
FBgn0037603,CG11753,3R,8652821,8653847
FBgn0259992,CG42489,3R,8653802,8654766
FBgn0263231,bel,3R,8654975,8660761
FBgn0086679,p,3R,8660903,8670684
FBgn0037606,CG8032,3R,8664115,8667772
FBgn0037607,CG8036,3R,8667868,8673702
FBgn0012026,tRNA:Y1:85Ac,3R,8668116,8668208
FBgn0012025,tRNA:Y1:85Ab,3R,8668612,8668705
FBgn0012024,tRNA:Y1:85Aa,3R,8669081,8669174
FBgn0037608,mRpL19,3R,8674109,8675196
FBgn0037609,CG9773,3R,8675283,8676613
FBgn0037610,CG8043,3R,8676915,8678233
FBgn0037611,CG11755,3R,8676915,8678955
FBgn0053325,CG33325,3R,8678954,8680034
FBgn0266242,CR44937,3R,8683578,8686187
FBgn0265158,CG44227,3R,8684793,8685176
FBgn0001180,hb,3R,8690980,8697822
FBgn0037613,Cks85A,3R,8712906,8718456
FBgn0037612,CG8112,3R,8712933,8715263
FBgn0037614,CG8116,3R,8716243,8721320
FBgn0037615,CG11760,3R,8719198,8721320
FBgn0037616,CG8136,3R,8721371,8723051
FBgn0037617,nom,3R,8723174,8725357
FBgn0037618,CG11762,3R,8725479,8726730
FBgn0037619,CG8159,3R,8726854,8728370
FBgn0037620,ranshi,3R,8728367,8729693
FBgn0037621,M1BP,3R,8729790,8731698
FBgn0037622,CG8202,3R,8732091,8735837
FBgn0037623,CG9801,3R,8735879,8747675
FBgn0037624,CG8223,3R,8747798,8754104
FBgn0083971,CG34135,3R,8749206,8768191
FBgn0037625,CG11768,3R,8749206,8768200
FBgn0265159,CR44228,3R,8754064,8755916
FBgn0037626,CG8236,3R,8769394,8771150
FBgn0037627,CG13318,3R,8771246,8772691
FBgn0085330,CG34301,3R,8773435,8773810
FBgn0046874,Pif1B,3R,8774286,8801176
FBgn0261015,Pif1A,3R,8774286,8801176
FBgn0053191,CG33191,3R,8778379,8779923
FBgn0053189,CG33189,3R,8780113,8780789
FBgn0037630,Ir85a,3R,8794684,8796966
FBgn0037632,Tcp-1eta,3R,8801564,8806234
FBgn0037633,CG9839,3R,8803471,8805802
FBgn0037634,hng2,3R,8806322,8807581
FBgn0037635,CG9837,3R,8807679,8813579
FBgn0037636,CG9821,3R,8813490,8820682
FBgn0262604,CR43130,3R,8819618,8821098
FBgn0040532,CG8369,3R,8822008,8822838
FBgn0037637,IscU,3R,8822849,8824177
FBgn0037638,CG8379,3R,8824411,8827279
FBgn0262614,pyd,3R,8827068,8931896
FBgn0011966,tRNA:R:85Ca,3R,8861880,8861952
FBgn0053551,tRNA:R:85Cb,3R,8862933,8863005
FBgn0264790,CR44020,3R,8934279,8935287
FBgn0003015,osk,3R,8935126,8938395
FBgn0037643,skap,3R,8938724,8943027
FBgn0037644,CG11964,3R,8942954,8945020
FBgn0037645,CG11966,3R,8950246,8963037
FBgn0037646,CAHbeta,3R,8980860,8982793
FBgn0037647,RagA-B,3R,8982732,8984315
FBgn0027503,CG11970,3R,8984718,8990649
FBgn0260243,E(var)3-9,3R,8990645,8992949
FBgn0037648,CG11975,3R,8993253,8995212
FBgn0051100,CG31100,3R,8995229,9003650
FBgn0037650,CG11977,3R,8997697,8998678
FBgn0037652,CG11980,3R,9004017,9005331
FBgn0026380,Prosbeta3,3R,9005313,9006226
FBgn0037653,CG11982,3R,9006456,9008030
FBgn0037654,CG11983,3R,9008321,9010274
FBgn0037655,CG11984,3R,9010282,9014909
FBgn0040534,CG11985,3R,9014972,9015341
FBgn0037656,CG11986,3R,9015446,9016822
FBgn0264075,tgo,3R,9016773,9020022
FBgn0002932,neur,3R,9020348,9039471
FBgn0063298,CR31429,3R,9022057,9024018
FBgn0037657,hyx,3R,9038760,9042349
FBgn0010222,Nmdmc,3R,9042508,9050555
FBgn0014018,Rel,3R,9044183,9047977
FBgn0028708,Mst85C,3R,9048645,9052231
FBgn0037659,Kdm2,3R,9052495,9063245
FBgn0037660,beag,3R,9063132,9065078
FBgn0037661,Ada,3R,9065183,9066303
FBgn0003165,pum,3R,9066343,9237682
FBgn0037662,CG11997,3R,9177517,9179098
FBgn0266706,CR45196,3R,9228133,9230277
FBgn0000412,D1,3R,9238083,9240654
FBgn0260935,Vps15,3R,9240757,9245869
FBgn0037664,CG8420,3R,9246649,9251431
FBgn0037665,St2,3R,9251843,9253514
FBgn0037666,CR16735,3R,9253545,9254683
FBgn0037667,CG16734,3R,9255052,9256731
FBgn0037668,CG16736,3R,9256689,9257716
FBgn0037669,Ibf2,3R,9257727,9258501
FBgn0037670,Ibf1,3R,9258964,9260400
FBgn0037671,VhaM8.9,3R,9260638,9262590
FBgn0037672,sage,3R,9262654,9264142
FBgn0010803,Aats-trp,3R,9265027,9266904
FBgn0261241,Vps16A,3R,9267019,9270224
FBgn0037676,CG8861,3R,9293642,9328511
FBgn0037675,HP1e,3R,9321770,9322361
FBgn0037677,CG12951,3R,9329223,9330331
FBgn0037678,CG16749,3R,9330885,9331885
FBgn0037679,CG8866,3R,9332064,9334714
FBgn0037680,pasi2,3R,9335170,9337459
FBgn0262993,CR43301,3R,9338223,9339992
FBgn0266410,CG45050,3R,9340216,9362994
FBgn0086053,snoRNA:Me18S-G1358a,3R,9354268,9354342
FBgn0086054,snoRNA:Me18S-G1358b,3R,9355313,9355387
FBgn0263750,CG43675,3R,9355495,9359189
FBgn0037683,CG18473,3R,9363305,9364838
FBgn0037684,CG8129,3R,9365398,9367763
FBgn0000723,FER,3R,9367603,9394546
FBgn0267820,CR46145,3R,9393890,9394737
FBgn0037685,Or85f,3R,9398190,9399551
FBgn0083953,CG34117,3R,9399570,9400053
FBgn0037686,RpL34b,3R,9400237,9401226
FBgn0037687,CG8132,3R,9401495,9402618
FBgn0037688,CG9356,3R,9402564,9404269
FBgn0037689,CG8135,3R,9404385,9407857
FBgn0260237,CG42511,3R,9404385,9407857
FBgn0265201,CG44261,3R,9407694,9408169
FBgn0003889,betaTub85D,3R,9408383,9410282
FBgn0037690,Task7,3R,9410329,9412293
FBgn0011740,alpha-Man-IIa,3R,9412548,9417264
FBgn0261552,ps,3R,9417940,9455500
FBgn0037696,GstZ1,3R,9455517,9456546
FBgn0037697,GstZ2,3R,9456815,9460652
FBgn0037698,CG16779,3R,9461084,9493677
FBgn0266730,CR45203,3R,9483378,9484078
FBgn0043791,CG8147,3R,9494801,9496723
FBgn0014380,RhoL,3R,9497101,9502581
FBgn0037700,CG8149,3R,9504656,9505865
FBgn0267790,rump,3R,9505853,9510324
FBgn0003205,Ras85D,3R,9510561,9513067
FBgn0014022,Rlb1,3R,9513327,9514827
FBgn0014023,mRpL47,3R,9514822,9515908
FBgn0037703,JHDM2,3R,9516007,9520938
FBgn0037702,CG8176,3R,9516007,9527237
FBgn0262180,mir-2283,3R,9517524,9517599
FBgn0000244,by,3R,9528238,9533011
FBgn0037705,mura,3R,9535625,9551806
FBgn0260722,CR42549,3R,9548104,9551806
FBgn0037707,RnpS1,3R,9552034,9553747
FBgn0037708,CG9386,3R,9553696,9555408
FBgn0037709,CG8199,3R,9555785,9557776
FBgn0024833,AP-1mu,3R,9557712,9559525
FBgn0027950,MBD-like,3R,9559760,9561533
FBgn0037710,CG9393,3R,9561583,9563673
FBgn0261049,Vps45,3R,9563924,9566092
FBgn0037712,CG16789,3R,9566195,9569189
FBgn0037713,CG16790,3R,9569074,9570214
FBgn0037714,CG9396,3R,9570414,9571623
FBgn0037715,CG9399,3R,9571911,9574211
FBgn0027338,Kap-alpha3,3R,9574484,9577733
FBgn0037716,CG8273,3R,9578042,9581225
FBgn0037717,CG8301,3R,9581306,9586648
FBgn0053654,CG33654,3R,9582515,9583222
FBgn0037718,P58IPK,3R,9586942,9589581
FBgn0037719,bocks,3R,9589468,9591002
FBgn0037720,CG8312,3R,9591309,9625073
FBgn0037721,CG9427,3R,9625157,9626930
FBgn0037722,CG8319,3R,9627321,9628676
FBgn0005585,Calr,3R,9628691,9630851
FBgn0037723,SpdS,3R,9631641,9633673
FBgn0266413,CR45053,3R,9632035,9633076
FBgn0003334,Scm,3R,9633359,9637611
FBgn0012344,Dh44,3R,9638182,9650706
FBgn0037724,Fst,3R,9644978,9646154
FBgn0037726,CG9492,3R,9651179,9674643
FBgn0263389,CG43441,3R,9652659,9653228
FBgn0037727,CG8358,3R,9675523,9677778
FBgn0037728,CG16817,3R,9677927,9679658
FBgn0028997,nmdyn-D7,3R,9679939,9681502
FBgn0037730,CG9444,3R,9681415,9684264
FBgn0069242,eca,3R,9684469,9685476
FBgn0037731,CG18542,3R,9685760,9687141
FBgn0260463,Unc-115b,3R,9687060,9692775
FBgn0053105,p24-2,3R,9687402,9692794
FBgn0052939,CG32939,3R,9693079,9694461
FBgn0051352,Unc-115a,3R,9694386,9705417
FBgn0037734,trbd,3R,9705996,9711037
FBgn0278604,dmt,3R,9711142,9714675
FBgn0263477,scaRNA:PsiU1-6,3R,9713607,9713765
FBgn0002431,hyd,3R,9714623,9725615
FBgn0262477,FoxP,3R,9726020,9730872
FBgn0003886,alphaTub85E,3R,9731221,9733250
FBgn0037736,CG12950,3R,9734012,9739979
FBgn0037737,Pnn,3R,9740899,9742844
FBgn0085438,CG34409,3R,9742877,9746367
FBgn0051415,CG31415,3R,9743517,9744662
FBgn0037739,CG12948,3R,9746167,9747744
FBgn0005777,PpD3,3R,9747875,9751094
FBgn0037741,CG16908,3R,9751088,9754686
FBgn0037742,Rpt3R,3R,9754735,9756510
FBgn0037743,CG8412,3R,9756491,9759313
FBgn0037744,CG8417,3R,9759622,9761208
FBgn0266720,Snap24,3R,9761305,9763150
FBgn0037746,CG8478,3R,9763650,9766135
FBgn0024330,MED6,3R,9766031,9768984
FBgn0037747,CG8481,3R,9767834,9770027
FBgn0037749,CG9471,3R,9770532,9771542
FBgn0037750,Whamy,3R,9771795,9774419
FBgn0037751,topi,3R,9775121,9777943
FBgn0261599,RpS29,3R,9778042,9779528
FBgn0086663,snoRNA:Psi18S-1275,3R,9778398,9778537
FBgn0051514,CR31514,3R,9779519,9782693
FBgn0037753,CG12947,3R,9780064,9783054
FBgn0002868,MtnA,3R,9783407,9784370
FBgn0037754,CG8500,3R,9784653,9789323
FBgn0037755,CG12945,3R,9787816,9791221
FBgn0037756,CG8507,3R,9791483,9793098
FBgn0037757,CG8516,3R,9793295,9797754
FBgn0267819,CR46144,3R,9795008,9796050
FBgn0037758,CG9467,3R,9797769,9801026
FBgn0037759,CG8526,3R,9801280,9803461
FBgn0037760,FBXO11,3R,9803486,9809368
FBgn0264827,CR44035,3R,9810020,9813929
FBgn0037761,CG8534,3R,9812747,9813939
FBgn0037762,eloF,3R,9814161,9815158
FBgn0037763,CG16904,3R,9815928,9816979
FBgn0037764,CG9459,3R,9817428,9818395
FBgn0037765,CG9458,3R,9818914,9819877
FBgn0262104,CG42857,3R,9820514,9821191
FBgn0267440,CR45790,3R,9821390,9822259
FBgn0085331,CG34302,3R,9822999,9823823
FBgn0262105,CR42858,3R,9824085,9824864
FBgn0037766,Teh1,3R,9826081,9868120
FBgn0267336,Glut4EF,3R,9874681,9995364
FBgn0266389,CR45029,3R,9876998,9878498
FBgn0037770,Art4,3R,9982816,9986060
FBgn0045473,Gr85a,3R,9995544,9996789
FBgn0037772,Spn85F,3R,9997163,10000314
FBgn0037773,CG5359,3R,9999771,10001276
FBgn0053208,Mical,3R,10001554,10042895
FBgn0051407,CG31407,3R,10022845,10025150
FBgn0027524,CG3909,3R,10043270,10044606
FBgn0037777,CG11722,3R,10044596,10045542
FBgn0037778,mtTFB2,3R,10045574,10047260
FBgn0037779,CG12811,3R,10047252,10048797
FBgn0037780,CG3925,3R,10049199,10051527
FBgn0037781,Fancl,3R,10051508,10052869
FBgn0265081,CR44192,3R,10052846,10054298
FBgn0051410,Npc2e,3R,10053332,10054348
FBgn0037782,Npc2d,3R,10055356,10056083
FBgn0037783,Npc2c,3R,10060252,10061136
FBgn0266732,CR45205,3R,10060666,10061978
FBgn0053629,CR33629,3R,10061686,10062314
FBgn0053630,CG33630,3R,10062624,10063327
FBgn0053631,CG33631,3R,10064007,10064645
FBgn0053783,CG33783,3R,10066770,10067567
FBgn0053784,CG33784,3R,10067905,10068572
FBgn0041105,nerfin-2,3R,10071117,10073761
FBgn0037786,CG5361,3R,10073821,10075373
FBgn0266414,CR45054,3R,10083381,10090525
FBgn0262378,mir-317,3R,10091126,10091217
FBgn0263413,CR43459,3R,10093761,10101356
FBgn0262419,mir-277,3R,10100022,10100121
FBgn0262459,mir-34,3R,10100936,10101034
FBgn0028734,Fmr1,3R,10101420,10110121
FBgn0037788,CG3940,3R,10112237,10120081
FBgn0266721,gammaSnap2,3R,10120399,10121400
FBgn0051477,ATPsynepsilonL,3R,10121773,10122320
FBgn0001321,knk,3R,10122365,10125664
FBgn0267705,CR46038,3R,10122422,10124412
FBgn0004889,tws,3R,10126129,10139772
FBgn0037792,TAF1B,3R,10140103,10144184
FBgn0261817,CG42759,3R,10143070,10143483
FBgn0086359,Invadolysin,3R,10144668,10159134
FBgn0085332,CG34303,3R,10151153,10151697
FBgn0037794,CG6254,3R,10159144,10161331
FBgn0040238,Best1,3R,10161464,10170487
FBgn0037796,CG12814,3R,10171156,10189603
FBgn0004575,Syn,3R,10190689,10222442
FBgn0025879,Timp,3R,10203875,10213007
FBgn0037797,CG12420,3R,10222698,10223745
FBgn0037798,CG12817,3R,10223440,10224725
FBgn0083943,CG34107,3R,10224909,10225587
FBgn0261928,CG42795,3R,10225690,10251277
FBgn0037801,CG3999,3R,10251518,10255268
FBgn0037802,Sirt6,3R,10255349,10261849
FBgn0040078,pont,3R,10262123,10263899
FBgn0262617,CG43143,3R,10264306,10308467
FBgn0011970,tRNA:S2b:86A,3R,10278054,10278135
FBgn0037807,CG6293,3R,10307806,10311613
FBgn0266717,Bruce,3R,10312039,10331353
FBgn0037809,CG12818,3R,10331581,10332695
FBgn0037810,sle,3R,10333115,10338265
FBgn0037811,CG12592,3R,10338342,10340872
FBgn0037812,CG18545,3R,10340949,10341668
FBgn0051406,CG31406,3R,10348761,10350010
FBgn0015396,jumu,3R,10350182,10361612
FBgn0020379,Rfx,3R,10361760,10378068
FBgn0266243,CR44938,3R,10385494,10387385
FBgn0259938,cwo,3R,10388258,10400752
FBgn0045443,mthl11,3R,10401032,10402966
FBgn0037814,CG6325,3R,10402967,10407285
FBgn0262223,mir-994,3R,10408137,10408227
FBgn0262420,mir-318,3R,10408302,10408369
FBgn0024957,Irp-1B,3R,10408618,10412869
FBgn0037815,Rrp46,3R,10413301,10414242
FBgn0037816,CG6345,3R,10414218,10416046
FBgn0278600,CG46270,3R,10428137,10428424
FBgn0037817,Cyp12e1,3R,10434789,10436704
FBgn0266244,CR44939,3R,10461028,10462078
FBgn0266260,CR44955,3R,10462387,10464978
FBgn0267136,CR45576,3R,10488323,10490216
FBgn0001235,hth,3R,10507561,10639568
FBgn0263547,mir-4944,3R,10513005,10513133
FBgn0264788,CR44018,3R,10639279,10645773
FBgn0037818,CG6465,3R,10675560,10677251
FBgn0037819,CG14688,3R,10677737,10680925
FBgn0265161,CR44230,3R,10682632,10684424
FBgn0262717,Skeletor,3R,10686943,10696270
FBgn0020385,pug,3R,10696534,10703316
FBgn0037822,CG14683,3R,10696647,10698976
FBgn0051391,CG31391,3R,10703372,10705075
FBgn0051467,CG31467,3R,10705170,10706863
FBgn0037824,CG14684,3R,10706974,10707460
FBgn0051278,CG31278,3R,10707398,10708340
FBgn0051373,CG31373,3R,10708487,10709364
FBgn0037826,CG14689,3R,10709588,10711248
FBgn0037827,CG4073,3R,10714798,10715901
FBgn0037828,tomboy20,3R,10735277,10735957
FBgn0004841,TkR86C,3R,10737592,10751228
FBgn0037829,CG14691,3R,10753331,10755634
FBgn0051272,CG31272,3R,10756296,10759398
FBgn0266371,CR45015,3R,10756673,10758280
FBgn0051390,MED7,3R,10760071,10761032
FBgn0266372,CR45016,3R,10761148,10761797
FBgn0037831,Cap-H2,3R,10761310,10766756
FBgn0010421,TfIIFbeta,3R,10766622,10767804
FBgn0266446,CG45076,3R,10768001,10777374
FBgn0266451,fau,3R,10773197,10777374
FBgn0266448,CG45078,3R,10773339,10777374
FBgn0037832,Desi,3R,10779569,10780825
FBgn0261356,CG42633,3R,10780965,10782267
FBgn0261380,mRpL37,3R,10782563,10784092
FBgn0260944,Rbp1,3R,10784383,10786465
FBgn0037834,Art1,3R,10786481,10788226
FBgn0017577,Mcm5,3R,10788524,10791150
FBgn0037835,CG14687,3R,10792904,10793643
FBgn0037836,CG14692,3R,10794058,10803955
FBgn0037837,CG14693,3R,10811581,10815047
FBgn0037838,CG4089,3R,10815288,10817490
FBgn0261053,Cad86C,3R,10827079,10849030
FBgn0259740,CG42394,3R,10849825,10851788
FBgn0037841,CG4565,3R,10852724,10853644
FBgn0037842,CG6567,3R,10853374,10854451
FBgn0037843,CG4511,3R,10854501,10856412
FBgn0037844,CG4570,3R,10856807,10858066
FBgn0037845,CG14694,3R,10858202,10859813
FBgn0037846,CG6574,3R,10860531,10862988
FBgn0267376,SelR,3R,10863355,10868642
FBgn0037848,Tsp86D,3R,10868708,10870555
FBgn0011768,Fdh,3R,10870906,10872381
FBgn0037849,CG4596,3R,10873038,10875582
FBgn0022359,Sodh-2,3R,10876384,10878257
FBgn0266705,CR45195,3R,10876834,10877783
FBgn0037850,CG14695,3R,10878204,10879319
FBgn0037852,Tpc1,3R,10879572,10882188
FBgn0037853,CG14696,3R,10882433,10885001
FBgn0037856,Leash,3R,10885540,10896418
FBgn0042094,Adk3,3R,10887345,10889588
FBgn0037855,CG6621,3R,10889768,10893531
FBgn0267137,CR45577,3R,10896479,10897181
FBgn0267138,CR45578,3R,10897985,10898581
FBgn0037857,Tengl4,3R,10950284,10951797
FBgn0267121,CR45561,3R,10969667,10970278
FBgn0083950,CG34114,3R,10972381,11050175
FBgn0267671,CR46007,3R,11033380,11034203
FBgn0266245,CR44940,3R,11084528,11085488
FBgn0263403,CG43449,3R,11088420,11089356
FBgn0267139,CR45579,3R,11101180,11101684
FBgn0037860,CG6629,3R,11114671,11115706
FBgn0040256,Ugt86Dd,3R,11126597,11128328
FBgn0037862,CG4706,3R,11137177,11139742
FBgn0261291,CheA86a,3R,11144346,11145235
FBgn0040251,Ugt86Di,3R,11151026,11153849
FBgn0040257,Ugt86Dc,3R,11154626,11156513
FBgn0040259,Ugt86Da,3R,11157098,11159744
FBgn0027584,CG4757,3R,11161207,11163498
FBgn0040253,Ugt86Dg,3R,11164423,11166074
FBgn0040255,Ugt86De,3R,11166177,11167981
FBgn0026314,Ugt35b,3R,11168503,11170246
FBgn0026315,Ugt35a,3R,11170817,11172664
FBgn0040250,Ugt86Dj,3R,11173441,11175408
FBgn0040252,Ugt86Dh,3R,11175529,11177910
FBgn0037870,CG18577,3R,11196092,11197285
FBgn0261808,cu,3R,11197592,11208633
FBgn0037873,SdhC,3R,11208887,11209849
FBgn0037874,Tctp,3R,11210247,11211898
FBgn0037875,ZnT86D,3R,11212308,11214539
FBgn0086472,RpS25,3R,11215028,11216287
FBgn0037876,CG4820,3R,11216535,11217898
FBgn0037877,CG6689,3R,11217898,11220064
FBgn0037878,CG6693,3R,11220268,11221639
FBgn0020910,RpL3,3R,11221894,11225173
FBgn0086055,snoRNA:Me18S-C1096,3R,11222405,11222489
FBgn0051144,CR31144,3R,11222414,11223029
FBgn0086056,snoRNA:Me18S-A425,3R,11222841,11222924
FBgn0065064,snoRNA:Psi28S-291,3R,11223571,11223790
FBgn0086057,snoRNA:Me28S-G2017,3R,11224308,11224400
FBgn0037879,scpr-C,3R,11225520,11226681
FBgn0037880,CG17726,3R,11226762,11228227
FBgn0037881,GCC88,3R,11228158,11230600
FBgn0037882,CG17187,3R,11230617,11231879
FBgn0037883,CG14701,3R,11231912,11232539
FBgn0037884,Arfip,3R,11232429,11235013
FBgn0037885,CG17721,3R,11235140,11236077
FBgn0051441,CG31441,3R,11236286,11237624
FBgn0051388,CG31388,3R,11237815,11240114
FBgn0037888,scpr-B,3R,11240041,11240991
FBgn0037889,scpr-A,3R,11241183,11242120
FBgn0037890,CG17734,3R,11242208,11243999
FBgn0037891,CG5214,3R,11244302,11246862
FBgn0262972,CR43283,3R,11247631,11256123
FBgn0051386,CR31386,3R,11269415,11305608
FBgn0266415,CR45055,3R,11310676,11311182
FBgn0004595,pros,3R,11328480,11407627
FBgn0267672,CR46008,3R,11335551,11336307
FBgn0026063,KP78b,3R,11346294,11353131
FBgn0026064,KP78a,3R,11346294,11353131
FBgn0267673,CR46009,3R,11354348,11355123
FBgn0267674,CR46010,3R,11356106,11356601
FBgn0037892,mRpL40,3R,11407918,11408756
FBgn0264694,mgr,3R,11408792,11409875
FBgn0011774,Irbp,3R,11410047,11412440
FBgn0263480,snoRNA:Irbp-a,3R,11410848,11410997
FBgn0037894,Ranbp9,3R,11412522,11416142
FBgn0037895,CG6723,3R,11416218,11418668
